DFT, Frequency Response Magnitude
11244.141, -79.5208
11247.070, -79.0296
11250.000, -81.4084
11252.930, -83.3919
11255.859, -77.5282
11258.789, -78.7062
11261.719, -72.5311
11264.648, -86.2123
11267.578, -75.5615
11270.508, -71.8791
11273.438, -81.3277
11276.367, -84.2399
11279.297, -83.0794
11282.227, -73.6864
11285.156, -77.1881
11288.086, -95.2252
11291.016, -75.9254
11293.945, -78.1661
11296.875, -77.9137
11299.805, -84.6914
11302.734, -80.8643
11305.664, -79.4459
11308.594, -69.2613
11311.523, -74.5967
11314.453, -77.0648
11317.383, -76.1445
11320.312, -82.2062
11323.242, -87.1010
11326.172, -83.7901
11329.102, -76.0304
11332.031, -77.8838
11334.961, -77.0425
11337.891, -78.1023
11340.820, -82.9529
11343.750, -81.9890
11346.680, -81.6485
11349.609, -80.7752
11352.539, -78.4548
11355.469, -74.1307
11358.398, -77.3172
11361.328, -85.9906
11364.258, -87.7707
11367.188, -78.0885
11370.117, -75.5133
11373.047, -86.0542
11375.977, -74.6771
11378.906, -73.3282
11381.836, -78.1541
11384.766, -93.0683
11387.695, -77.5667
11390.625, -85.4224
11393.555, -78.3677
11396.484, -88.8795
11399.414, -76.3570
11402.344, -72.5955
11405.273, -74.4515
11408.203, -77.3495
11411.133, -81.1276
11414.062, -87.8132
11416.992, -82.2385
11419.922, -80.0077
11422.852, -68.6943
11425.781, -81.1669
11428.711, -79.4851
11431.641, -75.0195
11434.570, -90.1013
11437.500, -78.1057
11440.430, -77.3283
11443.359, -82.8533
11446.289, -76.6191
11449.219, -74.3816
11452.148, -74.9483
11455.078, -79.4866
11458.008, -89.9089
11460.938, -77.9502
11463.867, -76.9626
11466.797, -73.3525
11469.727, -72.6974
11472.656, -73.7920
11475.586, -76.7631
11478.516, -82.2219
11481.445, -82.4100
11484.375, -75.2078
11487.305, -74.3774
11490.234, -91.9061
11493.164, -72.6911
11496.094, -76.0212
11499.023, -76.5882
11501.953, -84.8379
11504.883, -82.6890
11507.812, -77.7905
11510.742, -85.7247
11513.672, -85.0319
11516.602, -78.3233
11519.531, -77.1693
11522.461, -96.7983
11525.391, -90.4769
11528.320, -83.9261
11531.250, -79.2398
11534.180, -80.4606
11537.109, -79.5780
11540.039, -72.7054
11542.969, -74.3064
11545.898, -73.4279
11548.828, -81.7799
11551.758, -76.7658
11554.688, -78.1103
11557.617, -91.4878
11560.547, -78.6071
11563.477, -80.5972
11566.406, -75.6734
11569.336, -77.0745
11572.266, -74.0805
11575.195, -76.2391
11578.125, -83.9412
11581.055, -77.8156
11583.984, -86.5413
11586.914, -77.5580
11589.844, -70.8752
11592.773, -78.5013
11595.703, -84.7969
11598.633, -81.3907
11601.562, -88.4473
11604.492, -76.6356
11607.422, -91.5229
11610.352, -72.4130
11613.281, -80.1910
11616.211, -83.3839
11619.141, -82.1664
11622.070, -80.1160
11625.000, -76.5922
11627.930, -76.1397
11630.859, -75.7615
11633.789, -84.0211
11636.719, -72.0873
11639.648, -84.5677
11642.578, -87.4389
11645.508, -79.5449
11648.438, -80.1423
11651.367, -82.9137
11654.297, -79.0848
11657.227, -73.8312
11660.156, -75.6694
11663.086, -76.6913
11666.016, -84.3108
11668.945, -84.9624
11671.875, -81.1219
11674.805, -78.4832
11677.734, -80.7854
11680.664, -76.1039
11683.594, -78.4996
11686.523, -74.7295
11689.453, -76.1640
11692.383, -77.5926
11695.312, -81.3276
11698.242, -83.5830
11701.172, -79.7102
11704.102, -69.4385
11707.031, -76.5448
11709.961, -76.1896
11712.891, -85.4177
11715.820, -74.6814
11718.750, -81.5526
11721.680, -76.6879
11724.609, -82.0507
11727.539, -79.3197
11730.469, -77.0014
11733.398, -75.3614
11736.328, -82.4216
11739.258, -79.7598
11742.188, -80.5047
11745.117, -79.8672
11748.047, -75.8015
11750.977, -74.6102
11753.906, -74.8694
11756.836, -82.8844
11759.766, -84.3037
11762.695, -79.0827
11765.625, -86.8238
11768.555, -74.3722
11771.484, -81.4266
11774.414, -79.3529
11777.344, -77.0983
11780.273, -78.0345
11783.203, -71.8076
11786.133, -77.2147
11789.062, -76.4615
11791.992, -76.1047
11794.922, -77.5528
11797.852, -74.6733
11800.781, -75.5969
11803.711, -73.2603
11806.641, -83.3786
11809.570, -81.8048
11812.500, -85.5563
11815.430, -83.1735
11818.359, -79.4767
11821.289, -70.5464
11824.219, -68.4451
11827.148, -72.7779
11830.078, -74.6553
11833.008, -80.4828
11835.938, -83.9472
11838.867, -78.7220
11841.797, -87.8721
11844.727, -75.4030
11847.656, -73.5956
11850.586, -84.5750
11853.516, -83.9316
11856.445, -84.0937
11859.375, -82.5837
11862.305, -79.4782
11865.234, -88.9063
11868.164, -75.9639
11871.094, -73.6108
11874.023, -78.2542
11876.953, -86.2521
11879.883, -81.4090
11882.812, -87.2965
11885.742, -74.5728
11888.672, -77.1244
11891.602, -80.0031
11894.531, -72.3249
11897.461, -79.5974
11900.391, -73.5323
11903.320, -87.0554
11906.250, -73.8482
11909.180, -77.9405
11912.109, -81.8057
11915.039, -77.8536
11917.969, -72.3442
11920.898, -81.3563
11923.828, -73.9315
11926.758, -82.8087
11929.688, -74.4112
11932.617, -81.8560
11935.547, -78.8379
11938.477, -75.1016
11941.406, -71.1764
11944.336, -75.6901
11947.266, -86.6184
11950.195, -84.1955
11953.125, -90.6545
11956.055, -74.7191
11958.984, -82.9212
11961.914, -71.9433
11964.844, -75.7873
11967.773, -85.2480
11970.703, -81.0693
11973.633, -86.5669
11976.562, -82.7494
11979.492, -81.2987
11982.422, -84.2007
11985.352, -72.7020
11988.281, -72.4609
11991.211, -76.6718
11994.141, -76.1261
11997.070, -77.6126
12000.000, -82.4189
12002.930, -74.5233
12005.859, -87.9836
12008.789, -75.1369
12011.719, -74.1665
12014.648, -74.3978
12017.578, -76.8987
12020.508, -81.6132
12023.438, -77.6522
12026.367, -93.9466
12029.297, -82.7790
12032.227, -73.4578
12035.156, -76.8529
12038.086, -84.4120
12041.016, -82.4968
12043.945, -82.6496
12046.875, -79.5799
12049.805, -78.7536
12052.734, -82.0528
12055.664, -74.7972
12058.594, -73.5319
12061.523, -72.8921
12064.453, -78.2367
12067.383, -85.7048
12070.312, -77.6459
12073.242, -88.6938
12076.172, -83.3890
12079.102, -93.8774
12082.031, -81.9818
12084.961, -78.2060
12087.891, -85.9491
12090.820, -84.2320
12093.750, -83.2808
12096.680, -75.1953
12099.609, -79.7100
12102.539, -75.9866
12105.469, -73.6698
12108.398, -83.6461
12111.328, -75.7440
12114.258, -87.7450
12117.188, -80.8024
12120.117, -77.7816
12123.047, -75.6124
12125.977, -73.5008
12128.906, -83.7872
12131.836, -85.2766
12134.766, -88.4971
12137.695, -85.7834
12140.625, -81.7806
12143.555, -84.7856
12146.484, -79.5897
12149.414, -72.8116
12152.344, -71.5096
12155.273, -93.0599
12158.203, -84.1375
12161.133, -81.3482
12164.062, -80.0858
12166.992, -75.6665
12169.922, -80.6593
12172.852, -75.7419
12175.781, -71.1880
12178.711, -81.6470
12181.641, -81.7957
12184.570, -86.4168
12187.500, -83.0224
12190.430, -72.7599
12193.359, -74.5004
12196.289, -78.8454
12199.219, -67.4569
12202.148, -87.8835
12205.078, -86.5033
12208.008, -89.2214
12210.938, -79.6034
12213.867, -83.5620
12216.797, -83.5471
12219.727, -70.5075
12222.656, -77.9213
12225.586, -76.6601
12228.516, -77.8243
12231.445, -77.9373
12234.375, -97.4222
12237.305, -73.4286
12240.234, -76.2641
12243.164, -75.3667
12246.094, -72.4628
12249.023, -90.3798
12251.953, -75.8955
12254.883, -80.3047
12257.812, -76.5526
12260.742, -77.5662
12263.672, -79.1263
12266.602, -68.0772
12269.531, -74.7605
12272.461, -91.3969
12275.391, -77.2357
12278.320, -75.7060
12281.250, -77.8371
12284.180, -76.8420
12287.109, -88.0198
12290.039, -74.2008
12292.969, -76.0191
12295.898, -73.6940
12298.828, -78.5772
12301.758, -78.1282
12304.688, -73.7224
12307.617, -75.2934
12310.547, -85.7929
12313.477, -77.1156
12316.406, -84.5560
12319.336, -71.6677
12322.266, -83.0983
12325.195, -75.7807
12328.125, -82.4503
12331.055, -78.6124
12333.984, -86.0494
12336.914, -72.9868
12339.844, -70.3832
12342.773, -74.2895
12345.703, -80.4260
12348.633, -83.8978
12351.562, -84.7165
12354.492, -74.7121
12357.422, -77.0973
12360.352, -78.0421
12363.281, -76.1546
12366.211, -73.0845
12369.141, -76.9130
12372.070, -85.3658
12375.000, -79.9037
12377.930, -74.6430
12380.859, -83.9537
12383.789, -79.2873
12386.719, -79.2753
12389.648, -80.4482
12392.578, -88.0924
12395.508, -84.5036
12398.438, -91.1818
12401.367, -74.8336
12404.297, -76.9731
12407.227, -75.6726
12410.156, -71.5814
12413.086, -84.9090
12416.016, -83.6482
12418.945, -84.1767
12421.875, -84.2424
12424.805, -78.4356
12427.734, -78.5733
12430.664, -77.0802
12433.594, -70.6277
12436.523, -77.1950
12439.453, -78.6521
12442.383, -82.1107
12445.312, -80.3343
12448.242, -90.6962
12451.172, -91.0081
12454.102, -80.1527
12457.031, -86.3725
12459.961, -81.6251
12462.891, -90.3327
12465.820, -88.1666
12468.750, -85.5010
12471.680, -83.4586
12474.609, -86.7235
12477.539, -78.2884
12480.469, -88.5554
12483.398, -74.7355
12486.328, -82.9285
12489.258, -87.8938
12492.188, -74.8972
12495.117, -77.2584
12498.047, -86.4596
12500.977, -83.1488
12503.906, -73.3409
12506.836, -78.7479
12509.766, -78.7790
12512.695, -78.5825
12515.625, -80.6133
12518.555, -80.6319
12521.484, -78.2076
12524.414, -81.9777
12527.344, -76.0330
12530.273, -70.7937
12533.203, -82.0276
12536.133, -84.0047
12539.062, -77.3274
12541.992, -73.8406
12544.922, -80.6311
12547.852, -78.1563
12550.781, -79.4765
12553.711, -75.4236
12556.641, -71.4029
12559.570, -81.5869
12562.500, -74.0903
12565.430, -78.3846
12568.359, -79.3545
12571.289, -75.8459
12574.219, -72.3516
12577.148, -77.8378
12580.078, -97.5392
12583.008, -78.8457
12585.938, -75.4687
12588.867, -79.7085
12591.797, -99.0318
12594.727, -77.4150
12597.656, -75.7647
12600.586, -75.1479
12603.516, -85.9282
12606.445, -82.0439
12609.375, -87.8410
12612.305, -91.8974
12615.234, -80.0203
12618.164, -83.0427
12621.094, -73.2515
12624.023, -89.4243
12626.953, -79.2497
12629.883, -83.9919
12632.812, -82.0267
12635.742, -81.2238
12638.672, -78.2017
12641.602, -80.5430
12644.531, -72.8314
12647.461, -80.9216
12650.391, -74.4095
12653.320, -77.2741
12656.250, -79.7679
12659.180, -80.9528
12662.109, -83.8779
12665.039, -78.6688
12667.969, -80.7480
12670.898, -80.5474
12673.828, -76.0244
12676.758, -76.7949
12679.688, -73.8530
12682.617, -77.6605
12685.547, -77.5248
12688.477, -78.1240
12691.406, -76.0142
12694.336, -76.7542
12697.266, -78.1872
12700.195, -73.5832
12703.125, -80.6192
12706.055, -79.4902
12708.984, -82.4179
12711.914, -72.0101
12714.844, -73.3802
12717.773, -71.9616
12720.703, -78.7201
12723.633, -94.7004
12726.562, -79.8209
12729.492, -80.5747
12732.422, -78.5002
12735.352, -83.2251
12738.281, -76.3907
12741.211, -69.0934
12744.141, -82.3653
12747.070, -79.7991
12750.000, -80.9451
12752.930, -75.9579
12755.859, -71.7417
12758.789, -72.0932
12761.719, -80.6710
12764.648, -75.1802
12767.578, -76.8052
12770.508, -85.7916
12773.438, -78.9494
12776.367, -91.7167
12779.297, -85.3820
12782.227, -71.6824
12785.156, -79.1313
12788.086, -76.8659
12791.016, -89.7507
12793.945, -77.3429
12796.875, -85.2952
12799.805, -75.8309
12802.734, -76.4436
12805.664, -85.1103
12808.594, -74.2541
12811.523, -70.3905
12814.453, -73.2930
12817.383, -84.6028
12820.312, -82.8967
12823.242, -75.7471
12826.172, -72.3791
12829.102, -77.0002
12832.031, -73.5888
12834.961, -80.7715
12837.891, -73.5710
12840.820, -85.3881
12843.750, -79.0943
12846.680, -78.2263
12849.609, -76.8247
12852.539, -76.6635
12855.469, -78.6310
12858.398, -82.7572
12861.328, -82.9024
12864.258, -80.0639
12867.188, -78.2427
12870.117, -80.5110
12873.047, -89.1556
12875.977, -74.3530
12878.906, -72.3626
12881.836, -80.5357
12884.766, -86.2992
12887.695, -85.9477
12890.625, -77.1693
12893.555, -83.1641
12896.484, -80.7138
12899.414, -81.2342
12902.344, -80.9328
12905.273, -68.0967
12908.203, -85.2775
12911.133, -91.7402
12914.062, -78.7381
12916.992, -81.3073
12919.922, -81.7503
12922.852, -81.3608
12925.781, -86.1657
12928.711, -75.8996
12931.641, -70.9912
12934.570, -81.9173
12937.500, -78.3170
12940.430, -84.3209
12943.359, -75.1218
12946.289, -73.0186
12949.219, -71.1912
12952.148, -78.5402
12955.078, -72.7431
12958.008, -75.4596
12960.938, -86.7816
12963.867, -78.7162
12966.797, -91.4814
12969.727, -80.5070
12972.656, -77.2362
12975.586, -77.3766
12978.516, -82.8893
12981.445, -85.9840
12984.375, -81.9168
12987.305, -73.6031
12990.234, -78.7881
12993.164, -77.4375
12996.094, -80.2859
12999.023, -69.5458
13001.953, -79.7295
13004.883, -89.6685
13007.812, -76.8873
13010.742, -78.9507
13013.672, -76.7967
13016.602, -79.1723
13019.531, -75.4877
13022.461, -72.1806
13025.391, -73.4549
13028.320, -76.9833
13031.250, -77.9950
13034.180, -83.6407
13037.109, -80.6310
13040.039, -73.4317
13042.969, -95.7789
13045.898, -73.5071
13048.828, -80.0782
13051.758, -85.3847
13054.688, -87.6227
13057.617, -72.7479
13060.547, -77.3172
13063.477, -84.0057
13066.406, -72.7923
13069.336, -72.9725
13072.266, -76.9499
13075.195, -81.1837
13078.125, -85.3835
13081.055, -89.4639
13083.984, -81.3854
13086.914, -73.6010
13089.844, -73.9233
13092.773, -74.9930
13095.703, -75.3028
13098.633, -81.9240
13101.562, -78.6603
13104.492, -76.9970
13107.422, -78.2657
13110.352, -77.6075
13113.281, -77.8561
13116.211, -77.1009
13119.141, -84.4977
13122.070, -84.5295
13125.000, -78.1937
13127.930, -84.4218
13130.859, -81.4302
13133.789, -79.7857
13136.719, -90.8788
13139.648, -73.7638
13142.578, -73.2211
13145.508, -78.7576
13148.438, -71.1848
13151.367, -83.4759
13154.297, -83.7522
13157.227, -72.5040
13160.156, -74.3559
13163.086, -75.5509
13166.016, -83.7001
13168.945, -98.9971
13171.875, -77.1660
13174.805, -83.5706
13177.734, -74.4899
13180.664, -79.4989
13183.594, -80.0935
13186.523, -69.3111
13189.453, -77.7793
13192.383, -82.4679
13195.312, -96.1660
13198.242, -79.8137
13201.172, -81.4283
13204.102, -80.2041
13207.031, -72.0005
13209.961, -76.9609
13212.891, -81.4000
13215.820, -77.6041
13218.750, -78.6467
13221.680, -80.8838
13224.609, -78.2151
13227.539, -78.9685
13230.469, -91.6052
13233.398, -73.1790
13236.328, -73.8208
13239.258, -79.7431
13242.188, -85.6791
13245.117, -77.4189
13248.047, -74.1196
13250.977, -75.9292
13253.906, -77.0853
13256.836, -72.4335
13259.766, -90.9376
13262.695, -77.0717
13265.625, -80.6103
13268.555, -81.8531
13271.484, -75.0085
13274.414, -74.4141
13277.344, -76.7732
13280.273, -75.6180
13283.203, -75.2552
13286.133, -82.6062
13289.062, -74.1925
13291.992, -71.4249
13294.922, -83.3719
13297.852, -76.9925
13300.781, -81.8657
13303.711, -71.6240
13306.641, -77.5158
13309.570, -76.2607
13312.500, -75.7103
13315.430, -87.4083
13318.359, -71.1508
13321.289, -79.9896
13324.219, -68.9267
13327.148, -79.3666
13330.078, -91.5653
13333.008, -80.6710
13335.938, -76.5125
13338.867, -85.0553
13341.797, -75.0400
13344.727, -87.2178
13347.656, -110.5455
13350.586, -72.6410
13353.516, -80.1745
13356.445, -84.1789
13359.375, -78.4636
13362.305, -78.3116
13365.234, -75.7554
13368.164, -78.0087
13371.094, -72.7401
13374.023, -74.9237
13376.953, -76.1770
13379.883, -87.7317
13382.812, -71.8751
13385.742, -73.9284
13388.672, -90.6356
13391.602, -85.7605
13394.531, -76.2639
13397.461, -74.9600
13400.391, -81.0448
13403.320, -74.8522
13406.250, -88.4487
13409.180, -79.8325
13412.109, -85.2289
13415.039, -71.6252
13417.969, -71.9384
13420.898, -75.7368
13423.828, -73.7284
13426.758, -82.9858
13429.688, -94.9670
13432.617, -83.9020
13435.547, -76.2107
13438.477, -75.5477
13441.406, -70.2386
13444.336, -73.2147
13447.266, -74.4956
13450.195, -76.8464
13453.125, -73.6471
13456.055, -73.7329
13458.984, -82.5218
13461.914, -77.5390
13464.844, -76.0761
13467.773, -70.9634
13470.703, -76.7090
13473.633, -90.2668
13476.562, -89.6615
13479.492, -79.1033
13482.422, -77.9073
13485.352, -93.5824
13488.281, -72.0391
13491.211, -75.3003
13494.141, -75.7944
13497.070, -72.4840
13500.000, -83.0533
13502.930, -72.2679
13505.859, -89.3590
13508.789, -79.6855
13511.719, -73.5422
13514.648, -74.5240
13517.578, -77.1957
13520.508, -80.6432
13523.438, -74.8100
13526.367, -75.8341
13529.297, -81.9474
13532.227, -74.4399
13535.156, -75.1117
13538.086, -70.4412
13541.016, -84.3982
13543.945, -75.2569
13546.875, -80.4108
13549.805, -78.9185
13552.734, -75.8247
13555.664, -76.0218
13558.594, -72.8838
13561.523, -72.0613
13564.453, -72.1323
13567.383, -79.7593
13570.312, -83.0126
13573.242, -82.3801
13576.172, -75.9395
13579.102, -78.9949
13582.031, -77.0300
13584.961, -71.8651
13587.891, -84.8385
13590.820, -74.8721
13593.750, -84.7422
13596.680, -80.3021
13599.609, -77.0388
13602.539, -76.8997
13605.469, -77.2175
13608.398, -74.4633
13611.328, -82.6870
13614.258, -79.6415
13617.188, -77.3107
13620.117, -78.3398
13623.047, -84.8405
13625.977, -76.9649
13628.906, -76.5445
13631.836, -83.8152
13634.766, -77.6457
13637.695, -87.2365
13640.625, -81.2487
13643.555, -85.5254
13646.484, -79.3950
13649.414, -84.0740
13652.344, -72.1813
13655.273, -79.3610
13658.203, -92.2920
13661.133, -83.4177
13664.062, -102.4449
13666.992, -90.2120
13669.922, -77.9730
13672.852, -81.0452
13675.781, -74.3883
13678.711, -72.6200
13681.641, -79.7486
13684.570, -75.9137
13687.500, -85.0860
13690.430, -78.2932
13693.359, -84.5365
13696.289, -78.9195
13699.219, -71.6052
13702.148, -76.2499
13705.078, -75.6322
13708.008, -83.9159
13710.938, -74.8935
13713.867, -82.3907
13716.797, -80.9728
13719.727, -74.1197
13722.656, -71.6731
13725.586, -73.9741
13728.516, -79.1903
13731.445, -80.1610
13734.375, -85.6938
13737.305, -76.8090
13740.234, -75.6824
13743.164, -83.7416
13746.094, -77.3644
13749.023, -69.6042
13751.953, -80.0948
13754.883, -84.7107
13757.812, -83.1315
13760.742, -72.6927
13763.672, -102.9327
13766.602, -83.9068
13769.531, -74.6125
13772.461, -86.7603
13775.391, -88.8778
13778.320, -83.7461
13781.250, -83.5688
13784.180, -86.7349
13787.109, -77.1562
13790.039, -77.0571
13792.969, -77.8478
13795.898, -73.8327
13798.828, -83.0058
13801.758, -80.8588
13804.688, -80.5861
13807.617, -84.0061
13810.547, -77.5199
13813.477, -73.8413
13816.406, -74.3997
13819.336, -75.8050
13822.266, -85.4721
13825.195, -77.2128
13828.125, -82.5613
13831.055, -87.9877
13833.984, -91.9463
13836.914, -74.7038
13839.844, -71.8244
13842.773, -70.5031
13845.703, -75.0120
13848.633, -81.5214
13851.562, -80.6686
13854.492, -73.2984
13857.422, -72.4669
13860.352, -96.3923
13863.281, -77.0345
13866.211, -69.5496
13869.141, -83.9484
13872.070, -85.5707
13875.000, -80.2178
13877.930, -86.4070
13880.859, -75.9389
13883.789, -81.0025
13886.719, -76.0643
13889.648, -71.4330
13892.578, -72.6007
13895.508, -87.3360
13898.438, -76.4035
13901.367, -86.6383
13904.297, -74.4092
13907.227, -76.5160
13910.156, -71.6326
13913.086, -70.8891
13916.016, -79.0579
13918.945, -84.1432
13921.875, -84.3714
13924.805, -88.1851
13927.734, -76.3489
13930.664, -77.6707
13933.594, -78.8294
13936.523, -74.9268
13939.453, -88.2833
13942.383, -94.0757
13945.312, -75.3900
13948.242, -80.8924
13951.172, -86.5663
13954.102, -81.4982
13957.031, -68.8254
13959.961, -76.9450
13962.891, -78.8162
13965.820, -81.0214
13968.750, -74.1983
13971.680, -83.7811
13974.609, -78.2559
13977.539, -80.4489
13980.469, -76.0835
13983.398, -83.9764
13986.328, -74.6985
13989.258, -90.7755
13992.188, -73.0306
13995.117, -76.0598
13998.047, -73.5112
14000.977, -91.6323
14003.906, -78.8443
14006.836, -74.0401
14009.766, -68.4860
14012.695, -77.9726
14015.625, -86.9957
14018.555, -85.4078
14021.484, -79.3655
14024.414, -82.7754
14027.344, -75.7774
14030.273, -76.7579
14033.203, -83.8440
14036.133, -89.7785
14039.062, -72.8936
14041.992, -80.6331
14044.922, -80.8376
14047.852, -87.2525
14050.781, -73.3093
14053.711, -75.4171
14056.641, -73.1860
14059.570, -83.1569
14062.500, -77.9928
14065.430, -76.2428
14068.359, -78.6961
14071.289, -82.3077
14074.219, -74.4401
14077.148, -71.0183
14080.078, -76.7929
14083.008, -78.4180
14085.938, -82.5680
14088.867, -80.5995
14091.797, -81.6910
14094.727, -82.2729
14097.656, -72.9513
14100.586, -78.8706
14103.516, -80.5692
14106.445, -81.6425
14109.375, -83.2606
14112.305, -89.7518
14115.234, -72.2907
14118.164, -84.7517
14121.094, -72.2162
14124.023, -75.2127
14126.953, -75.8913
14129.883, -78.8579
14132.812, -84.2087
14135.742, -83.3251
14138.672, -72.7385
14141.602, -83.5132
14144.531, -76.6231
14147.461, -70.9962
14150.391, -77.7547
14153.320, -84.8103
14156.250, -73.7808
14159.180, -82.1367
14162.109, -88.7018
14165.039, -79.7290
14167.969, -72.8511
14170.898, -73.7647
14173.828, -77.9966
14176.758, -77.9090
14179.688, -78.5676
14182.617, -82.0694
14185.547, -77.8609
14188.477, -79.8250
14191.406, -88.4570
14194.336, -77.2257
14197.266, -87.2785
14200.195, -77.2982
14203.125, -73.6099
14206.055, -81.1081
14208.984, -85.6447
14211.914, -74.3916
14214.844, -80.1129
14217.773, -71.6365
14220.703, -82.6704
14223.633, -88.9803
14226.562, -75.6537
14229.492, -74.5216
14232.422, -80.6762
14235.352, -88.0888
14238.281, -76.5379
14241.211, -75.5318
14244.141, -80.8210
14247.070, -84.2770
14250.000, -81.8268
14252.930, -75.8898
14255.859, -84.3403
14258.789, -72.3595
14261.719, -73.9220
14264.648, -75.1289
14267.578, -72.7696
14270.508, -75.8147
14273.438, -80.1199
14276.367, -80.0111
14279.297, -79.6727
14282.227, -90.0867
14285.156, -75.5072
14288.086, -74.6074
14291.016, -72.6542
14293.945, -81.7144
14296.875, -82.1087
14299.805, -72.6275
14302.734, -78.0679
14305.664, -78.9445
14308.594, -69.3643
14311.523, -72.0089
14314.453, -78.9544
14317.383, -78.8287
14320.312, -81.7308
14323.242, -78.9519
14326.172, -76.4681
14329.102, -78.3828
14332.031, -68.6340
14334.961, -70.1494
14337.891, -72.5932
14340.820, -85.7316
14343.750, -76.7296
14346.680, -85.4355
14349.609, -90.4522
14352.539, -78.5936
14355.469, -78.9109
14358.398, -79.3238
14361.328, -85.2149
14364.258, -79.7891
14367.188, -79.2225
14370.117, -88.3448
14373.047, -73.5636
14375.977, -81.9693
14378.906, -73.2142
14381.836, -74.6559
14384.766, -85.7858
14387.695, -78.0419
14390.625, -76.2362
14393.555, -84.4293
14396.484, -80.8597
14399.414, -83.8681
14402.344, -91.3431
14405.273, -75.1645
14408.203, -78.5203
14411.133, -78.6783
14414.062, -98.6969
14416.992, -75.4698
14419.922, -84.4827
14422.852, -88.1363
14425.781, -72.2802
14428.711, -70.2890
14431.641, -72.5670
14434.570, -80.1672
14437.500, -80.6593
14440.430, -90.1716
14443.359, -71.9651
14446.289, -83.4653
14449.219, -71.3463
14452.148, -73.5624
14455.078, -72.4040
14458.008, -80.6518
14460.938, -77.5542
14463.867, -76.3417
14466.797, -82.7657
14469.727, -76.8854
14472.656, -75.4690
14475.586, -70.3210
14478.516, -80.6687
14481.445, -77.1196
14484.375, -76.0589
14487.305, -74.9896
14490.234, -77.8955
14493.164, -87.8967
14496.094, -71.6626
14499.023, -70.7441
14501.953, -71.2643
14504.883, -87.2236
14507.812, -85.0744
14510.742, -79.2146
14513.672, -84.1396
14516.602, -77.8461
14519.531, -70.9138
14522.461, -82.0510
14525.391, -79.1834
14528.320, -91.8779
14531.250, -79.3561
14534.180, -81.2983
14537.109, -77.9560
14540.039, -75.0430
14542.969, -71.7196
14545.898, -71.8398
14548.828, -76.1498
14551.758, -82.0198
14554.688, -74.4724
14557.617, -77.6791
14560.547, -73.8734
14563.477, -73.6824
14566.406, -74.0573
14569.336, -75.2212
14572.266, -76.9240
14575.195, -92.9608
14578.125, -77.7532
14581.055, -90.6072
14583.984, -85.2707
14586.914, -84.1526
14589.844, -71.3885
14592.773, -72.7291
14595.703, -80.1230
14598.633, -89.3618
14601.562, -82.0773
14604.492, -88.0058
14607.422, -77.0120
14610.352, -74.2482
14613.281, -75.7586
14616.211, -69.3657
14619.141, -77.3128
14622.070, -83.0572
14625.000, -74.9211
14627.930, -81.7456
14630.859, -78.2020
14633.789, -76.1521
14636.719, -77.0460
14639.648, -77.9846
14642.578, -78.2208
14645.508, -79.5561
14648.438, -90.5212
14651.367, -71.4035
14654.297, -75.4169
14657.227, -78.3244
14660.156, -89.9913
14663.086, -75.7702
14666.016, -76.4385
14668.945, -77.4933
14671.875, -79.7344
14674.805, -75.4113
14677.734, -70.4117
14680.664, -77.0705
14683.594, -68.8517
14686.523, -73.2700
14689.453, -76.5380
14692.383, -81.4826
14695.312, -80.1917
14698.242, -82.9492
14701.172, -83.3222
14704.102, -86.8859
14707.031, -72.1717
14709.961, -74.3755
14712.891, -79.6093
14715.820, -74.8880
14718.750, -81.0069
14721.680, -86.6079
14724.609, -82.2076
14727.539, -79.4786
14730.469, -70.1565
14733.398, -85.5650
14736.328, -74.1120
14739.258, -83.9636
14742.188, -77.0191
14745.117, -84.3538
14748.047, -87.5639
14750.977, -80.2018
14753.906, -71.7783
14756.836, -71.4005
14759.766, -73.7703
14762.695, -80.8305
14765.625, -77.0682
14768.555, -82.5964
14771.484, -86.0199
14774.414, -74.7052
14777.344, -74.6537
14780.273, -78.7193
14783.203, -81.4283
14786.133, -77.7353
14789.062, -82.9964
14791.992, -78.0133
14794.922, -83.9665
14797.852, -86.5144
14800.781, -68.6037
14803.711, -72.9893
14806.641, -72.5508
14809.570, -75.2754
14812.500, -78.9884
14815.430, -80.9404
14818.359, -88.5825
14821.289, -73.8872
14824.219, -79.5804
14827.148, -75.3737
14830.078, -70.9831
14833.008, -82.8989
14835.938, -83.8072
14838.867, -83.0245
14841.797, -82.0354
14844.727, -78.7138
14847.656, -67.7556
14850.586, -85.5172
14853.516, -90.5174
14856.445, -71.9844
14859.375, -74.3708
14862.305, -71.8959
14865.234, -73.0031
14868.164, -78.6745
14871.094, -69.6134
14874.023, -72.2322
14876.953, -76.5527
14879.883, -86.1012
14882.812, -80.7318
14885.742, -77.2027
14888.672, -79.3042
14891.602, -76.8993
14894.531, -85.2730
14897.461, -74.5833
14900.391, -72.8767
14903.320, -80.3719
14906.250, -74.7838
14909.180, -78.0900
14912.109, -75.6938
14915.039, -87.1417
14917.969, -74.7363
14920.898, -69.9562
14923.828, -76.1040
14926.758, -81.0221
14929.688, -82.9185
14932.617, -74.5191
14935.547, -74.6262
14938.477, -78.6084
14941.406, -76.3690
14944.336, -72.6433
14947.266, -76.2176
14950.195, -80.9597
14953.125, -80.7967
14956.055, -78.5193
14958.984, -77.1273
14961.914, -84.1608
14964.844, -70.5576
